distance,consume,speed,temp_inside,temp_outside,gas_type,AC,rain,sun,refill liters,refill gas,snow,time,lkm
13.6,4.5,44,19.0,18,SP98,0,0,0,0.0,No,0,0.3090909090909091,33.09
12.6,4.1,33,21.929521,17,SP98,0,0,0,0.0,No,0,0.3818181818181818,32.54
8.7,5.3,28,22.5,12,SP98,1,1,0,0.0,No,0,0.3107142857142856,60.92
7.9,4.7,31,22.5,12,SP98,1,0,0,0.0,No,0,0.2548387096774193,59.49
18.1,3.6,36,20.0,19,SP98,0,0,0,0.0,No,0,0.5027777777777778,19.89
25.9,3.7,39,20.0,21,SP98,0,0,0,0.0,No,0,0.6641025641025641,14.29
14.1,5.0,22,20.0,12,SP98,0,0,0,0.0,No,0,0.6409090909090909,35.46
13.4,5.5,31,20.0,9,SP98,0,0,0,0.0,No,0,0.432258064516129,41.04
6.4,4.7,33,20.0,8,SP98,0,0,0,0.0,No,0,0.1939393939393939,73.44
12.9,4.5,42,20.0,13,SP98,0,0,0,0.0,No,0,0.3071428571428571,34.88
12.1,4.4,33,22.5,5,SP98,0,0,0,0.0,No,0,0.3666666666666666,36.36
15.7,4.1,32,22.5,13,SP98,0,0,0,0.0,No,0,0.490625,26.11
16.2,4.4,26,22.5,11,SP98,0,0,0,0.0,No,0,0.6230769230769231,27.16
12.8,4.6,22,22.5,12,SP98,0,0,0,0.0,No,0,0.5818181818181819,35.94
19.0,4.4,58,22.5,17,SP98,0,0,1,0.0,No,0,0.3275862068965517,23.16
29.0,4.0,27,22.5,12,SP98,0,0,0,0.0,No,0,1.0740740740740742,13.79
12.1,5.0,32,22.5,9,SP98,0,0,0,0.0,No,0,0.378125,41.32
12.3,5.2,55,22.5,10,SP98,0,0,0,0.0,No,0,0.2236363636363636,42.28
24.8,4.0,56,22.5,11,SP98,0,0,0,0.0,No,0,0.4428571428571429,16.13
12.9,5.1,34,22.5,8,SP98,0,1,0,0.0,No,0,0.3794117647058823,39.53
11.8,4.5,39,22.5,3,SP98,0,0,0,0.0,No,0,0.3025641025641026,38.14
19.0,5.1,53,22.5,4,SP98,0,1,0,0.0,No,0,0.3584905660377358,26.84
13.0,5.7,38,22.5,3,SP98,1,1,0,0.0,No,0,0.3421052631578947,43.85
11.8,4.8,42,22.5,2,SP98,0,0,0,0.0,No,0,0.2809523809523809,40.68
13.0,6.2,32,22.5,4,SP98,0,0,0,0.0,No,0,0.40625,47.69
11.8,5.0,43,22.5,1,SP98,0,0,0,0.0,No,0,0.2744186046511628,42.37
27.1,5.0,69,22.5,8,SP98,0,0,0,0.0,No,0,0.3927536231884058,18.45
5.2,4.6,38,22.5,8,SP98,0,0,0,0.0,No,0,0.1368421052631579,88.46
19.0,4.5,29,22.5,10,E10,0,0,0,39.0,E10,0,0.6551724137931034,23.68
12.4,4.8,38,22.5,1,E10,0,0,0,0.0,No,0,0.3263157894736842,38.71
25.2,5.0,55,22.5,9,E10,0,0,0,0.0,No,0,0.4581818181818182,19.84
14.3,4.8,36,22.5,10,E10,0,0,0,0.0,No,0,0.3972222222222222,33.57
11.8,4.6,40,22.5,2,E10,0,0,0,0.0,No,0,0.295,38.98
16.9,4.5,48,22.5,9,E10,0,0,1,0.0,No,0,0.3520833333333333,26.63
12.4,4.6,55,22.5,11,E10,0,0,1,0.0,No,0,0.2254545454545454,37.1
17.4,4.4,36,22.5,12,E10,0,0,1,0.0,No,0,0.4833333333333333,25.29
9.2,5.7,33,22.5,8,E10,0,1,0,0.0,No,0,0.2787878787878787,61.96
12.3,5.8,54,22.5,10,E10,0,1,0,0.0,No,0,0.2277777777777778,47.15
13.0,5.9,32,22.5,10,E10,0,0,0,0.0,No,0,0.40625,45.38
11.8,6.1,16,22.5,6,E10,0,1,0,0.0,No,0,0.7375,51.69
13.0,5.7,37,22.5,11,E10,0,1,0,0.0,No,0,0.3513513513513513,43.85
12.3,5.0,42,22.5,10,E10,0,0,0,0.0,No,0,0.2928571428571428,40.65
12.3,5.2,57,22.5,15,E10,0,0,1,0.0,No,0,0.2157894736842105,42.28
12.5,4.3,57,22.5,16,E10,0,0,1,0.0,No,0,0.219298245614035,34.4
11.8,4.4,42,22.5,8,E10,0,0,0,0.0,No,0,0.2809523809523809,37.29
24.9,4.5,53,22.5,14,E10,0,0,0,0.0,No,0,0.4698113207547169,18.07
17.0,3.9,46,22.5,14,E10,0,0,1,0.0,No,0,0.3695652173913043,22.94
11.8,4.4,33,22.5,8,E10,0,0,0,0.0,No,0,0.3575757575757576,37.29
7.4,5.0,31,22.5,12,E10,0,0,0,0.0,No,0,0.2387096774193548,67.57
12.4,4.7,55,22.5,14,E10,0,0,1,0.0,No,0,0.2254545454545454,37.9
14.0,5.0,41,22.5,8,E10,0,0,0,0.0,No,0,0.3414634146341463,35.71
25.7,5.0,45,22.5,7,E10,0,0,0,0.0,No,0,0.5711111111111111,19.46
24.5,3.9,50,21.929521,15,E10,0,0,1,0.0,No,0,0.49,15.92
11.8,4.5,28,22.5,12,E10,0,0,0,0.0,No,0,0.4214285714285714,38.14
4.2,3.9,29,22.0,18,E10,0,0,1,0.0,No,0,0.1448275862068965,92.86
16.0,4.0,40,22.0,10,E10,0,0,0,0.0,No,0,0.4,25.0
22.9,4.0,29,21.929521,21,E10,0,0,0,0.0,No,0,0.789655172413793,17.47
16.0,3.8,42,21.929521,8,E10,0,0,0,0.0,No,0,0.3809523809523809,23.75
15.4,4.5,50,22.0,14,E10,0,0,0,0.0,No,0,0.308,29.22
16.0,3.8,41,22.0,12,E10,0,0,0,0.0,No,0,0.3902439024390244,23.75
25.7,4.9,50,22.0,10,SP98,0,1,0,41.0,SP98,0,0.514,19.07
16.0,4.1,40,22.0,10,SP98,0,0,0,0.0,No,0,0.4,25.62
16.1,4.5,32,22.0,19,SP98,0,0,0,0.0,No,0,0.503125,27.95
16.0,4.4,40,22.0,7,SP98,1,1,0,0.0,No,0,0.4,27.5
16.0,4.5,41,22.0,11,SP98,0,0,0,0.0,No,0,0.3902439024390244,28.12
24.7,4.5,26,22.0,10,SP98,0,0,0,0.0,No,0,0.95,18.22
16.0,3.9,42,22.0,8,SP98,0,0,0,0.0,No,0,0.3809523809523809,24.38
15.4,4.6,43,22.0,16,SP98,0,0,0,0.0,No,0,0.3581395348837209,29.87
16.0,3.8,40,22.0,8,SP98,0,0,0,0.0,No,0,0.4,23.75
25.9,4.4,40,22.0,14,SP98,0,0,0,0.0,No,0,0.6475,16.99
28.8,3.9,35,22.0,15,SP98,0,0,1,0.0,No,0,0.8228571428571428,13.54
6.7,5.0,30,22.0,17,SP98,0,0,0,0.0,No,0,0.2233333333333333,74.63
7.4,4.1,25,22.0,18,SP98,0,0,1,0.0,No,0,0.296,55.41
17.3,4.1,22,22.0,25,SP98,0,0,1,0.0,No,0,0.7863636363636364,23.7
6.6,5.6,43,22.0,16,SP98,0,0,0,0.0,No,0,0.1534883720930232,84.85
14.3,4.1,26,22.0,20,SP98,0,0,0,0.0,No,0,0.55,28.67
13.3,4.6,33,22.0,18,SP98,0,0,0,0.0,No,0,0.403030303030303,34.59
8.3,4.9,26,22.0,23,SP98,0,0,0,0.0,No,0,0.3192307692307692,59.04
12.7,4.5,39,22.0,27,SP98,0,0,1,0.0,No,0,0.3256410256410256,35.43
16.5,4.1,47,22.0,14,SP98,0,0,0,0.0,No,0,0.351063829787234,24.85
20.6,4.1,38,22.0,21,SP98,0,0,0,0.0,No,0,0.5421052631578948,19.9
16.3,4.5,58,22.0,16,SP98,0,0,0,0.0,No,0,0.2810344827586207,27.61
18.7,4.2,65,25.0,18,SP98,1,0,1,0.0,No,0,0.2876923076923077,22.46
19.0,5.0,35,22.0,15,SP98,1,0,1,0.0,No,0,0.5428571428571428,26.32
16.6,4.4,46,22.0,5,SP98,1,0,0,0.0,No,0,0.3608695652173913,26.51
29.9,4.5,32,22.0,18,SP98,1,0,0,0.0,No,0,0.934375,15.05
16.0,3.8,42,22.0,11,SP98,0,0,0,0.0,No,0,0.3809523809523809,23.75
21.1,5.1,33,22.0,10,SP98,0,1,0,0.0,No,0,0.6393939393939394,24.17
16.0,3.9,40,22.0,10,SP98,0,0,0,0.0,No,0,0.4,24.38
11.9,5.3,34,22.0,13,SP98,0,0,0,0.0,No,0,0.35,44.54
10.1,4.2,35,22.0,16,SP98,0,0,0,0.0,No,0,0.2885714285714285,41.58
18.7,4.0,60,22.0,13,SP98,0,0,0,0.0,No,0,0.3116666666666666,21.39
10.8,4.7,48,22.0,17,SP98,0,0,1,0.0,No,0,0.225,43.52
19.8,4.0,56,22.0,17,SP98,0,0,1,0.0,No,0,0.3535714285714286,20.2
11.3,4.3,38,22.0,17,SP98,0,0,0,37.0,SP98,0,0.2973684210526316,38.05
11.5,5.3,53,22.0,15,SP98,0,0,0,0.0,No,0,0.2169811320754717,46.09
21.4,5.2,51,22.0,13,SP98,0,0,0,0.0,No,0,0.4196078431372548,24.3
25.5,3.6,27,22.0,27,SP98,0,0,1,0.0,No,0,0.9444444444444444,14.12
16.6,4.2,52,22.0,15,SP98,0,1,0,0.0,No,0,0.3192307692307692,25.3
25.9,4.1,43,22.0,24,SP98,0,0,0,0.0,No,0,0.6023255813953488,15.83
16.5,4.0,48,22.0,15,SP98,0,0,0,0.0,No,0,0.34375,24.24
22.1,3.9,29,22.0,26,SP98,0,0,0,0.0,No,0,0.7620689655172415,17.65
16.6,3.7,49,22.0,17,E10,0,0,0,37.7,E10,0,0.3387755102040816,22.29
15.4,4.5,43,22.0,24,E10,0,0,0,0.0,No,0,0.3581395348837209,29.22
16.5,3.9,43,22.0,17,E10,0,0,0,0.0,No,0,0.3837209302325581,23.64
15.4,5.1,21,22.0,24,E10,0,0,0,0.0,No,0,0.7333333333333334,33.12
18.4,4.2,59,22.0,24,E10,0,0,0,0.0,No,0,0.311864406779661,22.83
21.5,4.8,47,25.0,27,E10,1,0,1,0.0,No,0,0.4574468085106383,22.33
4.8,4.7,26,25.0,18,E10,0,0,0,0.0,No,0,0.1846153846153846,97.92
16.6,3.8,43,21.5,16,E10,0,0,0,0.0,No,0,0.386046511627907,22.89
15.4,4.2,50,21.5,21,E10,0,0,0,0.0,No,0,0.308,27.27
16.0,3.7,45,22.0,17,E10,0,0,0,0.0,No,0,0.3555555555555555,23.12
16.0,4.2,41,22.0,15,E10,0,0,0,0.0,No,0,0.3902439024390244,26.25
15.4,4.1,45,22.0,24,E10,0,0,0,0.0,No,0,0.3422222222222222,26.62
16.0,4.0,43,22.0,16,E10,0,0,0,0.0,No,0,0.3720930232558139,25.0
21.0,3.8,37,22.0,21,E10,0,0,0,0.0,No,0,0.5675675675675675,18.1
15.4,3.8,47,22.0,24,E10,0,0,0,0.0,No,0,0.3276595744680851,24.68
16.0,3.8,42,22.0,17,E10,0,0,0,0.0,No,0,0.3809523809523809,23.75
16.1,5.1,30,25.0,16,E10,1,1,0,0.0,No,0,0.5366666666666667,31.68
16.0,4.0,42,22.0,15,E10,0,0,0,0.0,No,0,0.3809523809523809,25.0
15.4,4.8,40,22.0,18,E10,0,0,0,0.0,No,0,0.385,31.17
17.2,3.9,35,22.0,16,E10,0,0,0,0.0,No,0,0.4914285714285714,22.67
16.6,4.6,50,22.0,25,E10,0,0,0,0.0,No,0,0.332,27.71
18.3,4.3,46,22.0,16,SP98,0,0,0,37.2,SP98,0,0.3978260869565218,23.5
16.1,4.8,36,22.0,18,SP98,0,1,0,0.0,No,0,0.4472222222222222,29.81
16.0,4.1,46,22.0,17,SP98,0,0,0,0.0,No,0,0.3478260869565217,25.62
16.3,4.0,35,22.0,23,SP98,0,0,0,0.0,No,0,0.4657142857142857,24.54
16.0,3.7,44,22.0,16,SP98,0,0,0,0.0,No,0,0.3636363636363636,23.12
18.3,4.3,46,22.0,23,SP98,0,0,0,0.0,No,0,0.3978260869565218,23.5
17.0,4.2,48,22.0,16,SP98,0,0,0,0.0,No,0,0.3541666666666667,24.71
6.1,5.0,35,24.5,18,SP98,0,0,0,0.0,No,0,0.1742857142857142,81.97
6.1,5.0,33,22.0,24,SP98,0,0,1,0.0,No,0,0.1848484848484848,81.97
17.3,4.2,36,22.0,22,SP98,0,0,0,0.0,No,0,0.4805555555555555,24.28
6.0,4.8,27,22.0,17,SP98,0,0,0,0.0,No,0,0.2222222222222222,80.0
16.0,4.1,45,22.0,15,SP98,0,0,0,0.0,No,0,0.3555555555555555,25.62
15.4,4.9,55,22.0,18,SP98,0,0,0,0.0,No,0,0.28,31.82
15.4,4.3,39,22.0,23,SP98,0,0,0,0.0,No,0,0.3948717948717948,27.92
16.0,3.9,35,22.0,18,SP98,0,0,0,0.0,No,0,0.4571428571428571,24.38
15.4,4.5,52,22.0,26,SP98,0,0,0,0.0,No,0,0.2961538461538461,29.22
16.6,4.1,48,25.5,30,SP98,1,0,1,0.0,No,0,0.3458333333333334,24.7
15.4,5.0,48,25.5,31,SP98,1,0,0,0.0,No,0,0.3208333333333333,32.47
16.0,4.0,43,22.0,21,SP98,1,0,0,0.0,No,0,0.3720930232558139,25.0
15.4,4.5,42,22.0,30,SP98,0,0,0,0.0,No,0,0.3666666666666667,29.22
16.0,3.6,43,22.0,19,SP98,0,0,0,0.0,No,0,0.3720930232558139,22.5
20.9,4.1,33,22.0,21,SP98,0,0,0,0.0,No,0,0.6333333333333333,19.62
